,Airline,Source,Destination,Total_Stops,Additional_Info,Price,Journey_Month,Journey_Day,Dep_Hour,Dep_Minute,Arrival_Hour,Arrival_Minute,Duration_mins,Price_per_minute,Route_1,Route_2,Route_3,Route_4,Route_5,Route_6
9020,IndiGo,Chennai,Kolkata,non-stop,No info,3597,6,1,14,45,17,5,140,25.692857142857143,MAA,CCU,None,None,None,None
9021,Jet Airways,Banglore,New Delhi,1 stop,No info,13817,3,12,21,25,15,15,1070,12.913084112149532,BLR,BOM,DEL,None,None,None
9022,Jet Airways,Kolkata,Banglore,1 stop,No info,14571,5,24,8,25,20,45,740,19.69054054054054,CCU,BOM,BLR,None,None,None
9023,Air Asia,Delhi,Cochin,1 stop,No info,6853,6,15,16,45,7,10,865,7.922543352601156,DEL,BLR,COK,None,None,None
9024,Jet Airways,Delhi,Cochin,2 stops,No info,16704,5,27,23,5,4,25,1760,9.49090909090909,DEL,AMD,BOM,COK,None,None
9025,SpiceJet,Banglore,Delhi,non-stop,No check-in baggage included,3573,5,27,9,30,12,20,170,21.01764705882353,BLR,DEL,None,None,None,None
9026,Vistara,Kolkata,Banglore,1 stop,No info,9345,5,15,17,0,18,50,1550,6.029032258064516,CCU,DEL,BLR,None,None,None
9027,Jet Airways,Delhi,Cochin,2 stops,No info,13014,6,15,5,30,4,25,1375,9.464727272727274,DEL,JAI,BOM,COK,None,None
9028,Multiple carriers,Delhi,Cochin,1 stop,No info,13797,6,12,8,0,21,0,780,17.68846153846154,DEL,BOM,COK,None,None,None
9029,Air India,Banglore,New Delhi,3 stops,No info,12358,3,3,12,0,10,35,1355,9.120295202952029,BLR,HBX,BOM,NAG,DEL,None
9030,Multiple carriers,Delhi,Cochin,1 stop,In-flight meal not included,14086,3,9,18,15,1,35,440,32.013636363636365,DEL,BOM,COK,None,None,None
9031,IndiGo,Chennai,Kolkata,non-stop,No info,3597,5,3,19,35,21,55,140,25.692857142857143,MAA,CCU,None,None,None,None
9032,Jet Airways,Kolkata,Banglore,1 stop,No info,13731,5,24,18,55,8,15,800,17.16375,CCU,BOM,BLR,None,None,None
9033,Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,12898,5,21,19,45,4,25,520,24.803846153846155,DEL,BOM,COK,None,None,None
9034,Jet Airways,Delhi,Cochin,1 stop,No info,14714,6,6,16,0,4,25,745,19.750335570469797,DEL,BOM,COK,None,None,None
9035,Vistara,Banglore,Delhi,non-stop,No info,5403,4,12,11,30,14,20,170,31.78235294117647,BLR,DEL,None,None,None,None
9036,Jet Airways,Banglore,Delhi,non-stop,In-flight meal not included,5769,6,24,6,0,8,45,165,34.96363636363636,BLR,DEL,None,None,None,None
9037,Air Asia,Kolkata,Banglore,non-stop,No info,5620,3,24,10,20,12,55,155,36.25806451612903,CCU,BLR,None,None,None,None
9038,IndiGo,Delhi,Cochin,non-stop,No info,5000,6,18,5,35,8,50,195,25.641025641025642,DEL,COK,None,None,None,None
9040,Air India,Delhi,Cochin,2 stops,No info,10703,3,21,12,20,19,15,1855,5.769811320754717,DEL,LKO,BOM,COK,None,None
9041,Multiple carriers,Delhi,Cochin,1 stop,No info,13727,5,18,11,30,21,0,570,24.082456140350878,DEL,BOM,COK,None,None,None
9042,Jet Airways,Kolkata,Banglore,1 stop,No info,14388,5,12,20,0,9,20,800,17.985,CCU,BOM,BLR,None,None,None
9043,Air India,Kolkata,Banglore,2 stops,No info,13033,6,6,10,0,1,20,920,14.166304347826086,CCU,DEL,COK,BLR,None,None
9044,Jet Airways,Banglore,New Delhi,1 stop,No info,22270,3,1,8,0,7,40,1420,15.683098591549296,BLR,BOM,DEL,None,None,None
9045,IndiGo,Delhi,Cochin,1 stop,No info,6769,5,27,21,50,3,35,345,19.620289855072464,DEL,LKO,COK,None,None,None
9046,Air Asia,Kolkata,Banglore,2 stops,No info,5192,5,24,15,10,23,30,500,10.384,CCU,IXR,DEL,BLR,None,None
9047,Jet Airways,Mumbai,Hyderabad,non-stop,In-flight meal not included,4995,5,24,2,55,4,20,85,58.76470588235294,BOM,HYD,None,None,None,None
9048,IndiGo,Chennai,Kolkata,non-stop,No info,8580,3,1,7,55,10,15,140,61.285714285714285,MAA,CCU,None,None,None,None
9049,Air India,Delhi,Cochin,1 stop,No info,7480,6,15,12,30,9,25,1255,5.960159362549801,DEL,MAA,COK,None,None,None
9050,Jet Airways,Banglore,Delhi,non-stop,In-flight meal not included,5198,4,27,8,20,11,20,180,28.877777777777776,BLR,DEL,None,None,None,None
9051,Jet Airways,Delhi,Cochin,2 stops,In-flight meal not included,10368,6,6,9,40,19,0,560,18.514285714285716,DEL,JAI,BOM,COK,None,None
9052,Jet Airways,Mumbai,Hyderabad,non-stop,No info,8040,5,6,7,5,8,30,85,94.58823529411765,BOM,HYD,None,None,None,None
9053,Jet Airways,Delhi,Cochin,2 stops,No info,18909,3,9,8,20,4,25,1205,15.692116182572613,DEL,ATQ,BOM,COK,None,None
9054,Air India,Kolkata,Banglore,2 stops,No info,12849,4,1,7,0,5,25,1345,9.553159851301116,CCU,DEL,AMD,BLR,None,None
9055,Air India,Delhi,Cochin,1 stop,No info,22798,3,1,9,45,8,15,1350,16.88740740740741,DEL,BLR,COK,None,None,None
9056,Jet Airways,Kolkata,Banglore,1 stop,No info,14571,6,6,8,25,18,15,590,24.696610169491525,CCU,BOM,BLR,None,None,None
9057,Jet Airways,Banglore,New Delhi,1 stop,In-flight meal not included,13502,3,6,14,5,8,15,1090,12.387155963302753,BLR,BOM,DEL,None,None,None
9058,SpiceJet,Chennai,Kolkata,non-stop,No check-in baggage included,3332,3,27,17,45,20,5,140,23.8,MAA,CCU,None,None,None,None
9059,Multiple carriers,Delhi,Cochin,1 stop,No info,7354,6,6,7,30,19,15,705,10.431205673758866,DEL,BOM,COK,None,None,None
9060,Multiple carriers,Delhi,Cochin,1 stop,No info,8073,5,15,10,0,21,0,660,12.231818181818182,DEL,BOM,COK,None,None,None
9061,IndiGo,Mumbai,Hyderabad,non-stop,No info,4049,3,21,9,10,10,35,85,47.63529411764706,BOM,HYD,None,None,None,None
9062,Jet Airways,Delhi,Cochin,1 stop,No info,15029,3,9,2,15,4,25,1570,9.572611464968153,DEL,BOM,COK,None,None,None
9063,Air India,Delhi,Cochin,2 stops,No info,10975,6,24,9,45,9,25,1420,7.72887323943662,DEL,HYD,MAA,COK,None,None
9064,Multiple carriers,Delhi,Cochin,1 stop,No info,7038,6,1,7,10,22,30,920,7.65,DEL,HYD,COK,None,None,None
9065,Jet Airways,Delhi,Cochin,1 stop,No info,15554,5,9,8,0,19,0,660,23.566666666666666,DEL,BOM,COK,None,None,None
9066,Air India,Banglore,Delhi,non-stop,No info,5228,6,12,21,5,23,55,170,30.75294117647059,BLR,DEL,None,None,None,None
9067,IndiGo,Delhi,Cochin,1 stop,No info,5636,6,1,2,0,7,25,325,17.341538461538462,DEL,MAA,COK,None,None,None
9068,Air India,Delhi,Cochin,2 stops,No info,9653,6,27,12,0,7,40,1180,8.180508474576271,DEL,JAI,BOM,COK,None,None
9069,Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,8586,5,24,18,55,10,5,910,9.435164835164835,CCU,BOM,BLR,None,None,None
9070,SpiceJet,Mumbai,Hyderabad,non-stop,No info,2017,5,21,13,15,14,45,90,22.41111111111111,BOM,HYD,None,None,None,None
9071,Vistara,Kolkata,Banglore,1 stop,No info,9345,5,24,20,20,23,25,1625,5.75076923076923,CCU,DEL,BLR,None,None,None
9072,Jet Airways,Delhi,Cochin,2 stops,In-flight meal not included,9270,3,21,10,45,18,50,1925,4.815584415584415,DEL,BDQ,BOM,COK,None,None
9073,Jet Airways,Delhi,Cochin,2 stops,No info,13292,6,3,5,30,19,0,810,16.409876543209876,DEL,IDR,BOM,COK,None,None
9074,Jet Airways,Delhi,Cochin,2 stops,In-flight meal not included,8098,3,27,17,35,19,45,1570,5.15796178343949,DEL,MAA,BOM,COK,None,None
9075,Air India,Delhi,Cochin,1 stop,No info,7952,6,6,9,45,9,25,1420,5.6,DEL,MAA,COK,None,None,None
9076,IndiGo,Delhi,Cochin,1 stop,No info,5883,6,12,18,35,1,30,415,14.175903614457832,DEL,BOM,COK,None,None,None
9077,Jet Airways,Banglore,Delhi,non-stop,No info,8016,6,6,19,50,22,50,180,44.53333333333333,BLR,DEL,None,None,None,None
9078,SpiceJet,Kolkata,Banglore,non-stop,No info,4174,5,18,17,10,19,40,150,27.826666666666668,CCU,BLR,None,None,None,None
9079,Multiple carriers,Delhi,Cochin,1 stop,No info,10696,6,3,7,5,22,30,925,11.563243243243242,DEL,HYD,COK,None,None,None
9080,Vistara,Banglore,Delhi,non-stop,No info,4878,6,12,17,0,19,35,155,31.470967741935485,BLR,DEL,None,None,None,None
9081,SpiceJet,Banglore,Delhi,non-stop,No info,3971,4,1,9,30,12,20,170,23.358823529411765,BLR,DEL,None,None,None,None
9082,Multiple carriers,Delhi,Cochin,1 stop,No info,7198,6,3,19,0,1,30,390,18.456410256410255,DEL,BOM,COK,None,None,None
9083,Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,9314,5,6,20,25,22,5,1540,6.048051948051948,CCU,DEL,BLR,None,None,None
9084,SpiceJet,Banglore,Delhi,non-stop,No info,4423,5,1,9,30,12,20,170,26.01764705882353,BLR,DEL,None,None,None,None
9085,SpiceJet,Kolkata,Banglore,non-stop,No check-in baggage included,3841,4,6,6,55,9,30,155,24.780645161290323,CCU,BLR,None,None,None,None
9086,Multiple carriers,Delhi,Cochin,1 stop,No info,7154,3,27,10,45,19,15,510,14.027450980392157,DEL,BOM,COK,None,None,None
9087,Air India,Delhi,Cochin,1 stop,No info,9929,6,15,7,0,19,15,735,13.508843537414966,DEL,BOM,COK,None,None,None
9088,Multiple carriers,Delhi,Cochin,1 stop,No info,8266,5,9,11,40,19,15,455,18.167032967032966,DEL,BOM,COK,None,None,None
9089,Multiple carriers,Delhi,Cochin,1 stop,No info,10877,6,12,8,30,19,0,630,17.265079365079366,DEL,BOM,COK,None,None,None
9090,IndiGo,Kolkata,Banglore,non-stop,No info,4804,6,24,15,15,17,45,150,32.026666666666664,CCU,BLR,None,None,None,None
9091,Multiple carriers,Delhi,Cochin,1 stop,No info,13587,6,15,11,30,21,0,570,23.83684210526316,DEL,BOM,COK,None,None,None
9092,IndiGo,Delhi,Cochin,1 stop,No info,13611,3,6,4,45,13,20,515,26.429126213592234,DEL,BOM,COK,None,None,None
9093,IndiGo,Delhi,Cochin,1 stop,No info,6628,6,6,9,15,1,30,975,6.797948717948718,DEL,BOM,COK,None,None,None
9094,IndiGo,Delhi,Cochin,non-stop,No info,5601,6,12,14,25,17,40,195,28.723076923076924,DEL,COK,None,None,None,None
9095,SpiceJet,Delhi,Cochin,1 stop,No info,5583,4,15,6,5,11,20,315,17.723809523809525,DEL,MAA,COK,None,None,None
9096,IndiGo,Banglore,Delhi,non-stop,No info,3943,5,21,10,10,13,0,170,23.194117647058825,BLR,DEL,None,None,None,None
9097,IndiGo,Banglore,New Delhi,non-stop,No info,4777,3,24,4,0,6,50,170,28.1,BLR,DEL,None,None,None,None
9098,Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,9663,5,12,20,0,12,0,960,10.065625,CCU,BOM,BLR,None,None,None
9099,Jet Airways,Delhi,Cochin,2 stops,In-flight meal not included,10368,6,1,5,30,4,25,1375,7.540363636363637,DEL,JAI,BOM,COK,None,None
9100,IndiGo,Delhi,Cochin,1 stop,No info,5883,6,15,18,35,1,30,415,14.175903614457832,DEL,BOM,COK,None,None,None
9101,IndiGo,Kolkata,Banglore,non-stop,No info,4804,4,27,11,30,14,5,155,30.993548387096773,CCU,BLR,None,None,None,None
9102,Vistara,Banglore,New Delhi,non-stop,No info,13383,3,3,16,0,18,35,155,86.34193548387097,BLR,DEL,None,None,None,None
9103,Multiple carriers,Delhi,Cochin,1 stop,No info,9646,6,1,13,15,22,30,555,17.38018018018018,DEL,HYD,COK,None,None,None
9104,Jet Airways,Kolkata,Banglore,1 stop,No info,11467,5,1,17,0,19,10,1570,7.303821656050955,CCU,DEL,BLR,None,None,None
9105,Air Asia,Kolkata,Banglore,1 stop,No info,5192,5,12,22,40,10,40,720,7.211111111111111,CCU,DEL,BLR,None,None,None
9106,Jet Airways,Delhi,Cochin,2 stops,No info,13376,6,12,6,45,4,25,1300,10.28923076923077,DEL,NAG,BOM,COK,None,None
9107,Air Asia,Banglore,New Delhi,non-stop,No info,6477,3,3,23,25,2,10,165,39.25454545454546,BLR,DEL,None,None,None,None
9108,Multiple carriers,Delhi,Cochin,1 stop,No info,13727,5,18,9,0,21,0,720,19.065277777777776,DEL,BOM,COK,None,None,None
9109,Vistara,Kolkata,Banglore,1 stop,No info,9555,5,18,17,0,20,20,1640,5.826219512195122,CCU,DEL,BLR,None,None,None
9110,Jet Airways,Delhi,Cochin,2 stops,No info,12819,6,24,19,10,19,0,1430,8.964335664335664,DEL,AMD,BOM,COK,None,None
9111,Vistara,Mumbai,Hyderabad,1 stop,No info,12395,3,6,10,25,22,55,750,16.526666666666667,BOM,DEL,HYD,None,None,None
9112,Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,6,15,19,15,4,25,550,18.658181818181816,DEL,BOM,COK,None,None,None
9113,Jet Airways,Kolkata,Banglore,1 stop,No info,14781,5,21,8,25,20,45,740,19.974324324324325,CCU,BOM,BLR,None,None,None
9114,Jet Airways,Mumbai,Hyderabad,non-stop,No info,5678,5,12,10,20,11,50,90,63.08888888888889,BOM,HYD,None,None,None,None
9115,SpiceJet,Kolkata,Banglore,1 stop,No info,7804,5,15,15,55,21,25,330,23.64848484848485,CCU,IXB,BLR,None,None,None
9116,Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,6,27,15,0,19,0,1680,6.108333333333333,DEL,BOM,COK,None,None,None
9117,Jet Airways,Banglore,Delhi,non-stop,In-flight meal not included,5198,5,18,19,50,22,50,180,28.877777777777776,BLR,DEL,None,None,None,None
9118,IndiGo,Mumbai,Hyderabad,non-stop,No info,4049,5,3,6,25,7,55,90,44.98888888888889,BOM,HYD,None,None,None,None
9119,Air Asia,Banglore,Delhi,non-stop,No info,3383,6,15,11,10,13,55,165,20.503030303030304,BLR,DEL,None,None,None,None
9120,Air India,Delhi,Cochin,1 stop,No info,7174,5,27,17,40,23,0,320,22.41875,DEL,BLR,COK,None,None,None
9121,Air India,Delhi,Cochin,1 stop,No info,8907,5,15,20,30,23,0,1590,5.60188679245283,DEL,BLR,COK,None,None,None
9122,Jet Airways,Delhi,Cochin,2 stops,No info,13014,6,1,9,40,12,35,1615,8.058204334365325,DEL,JAI,BOM,COK,None,None
9123,Jet Airways,Kolkata,Banglore,1 stop,No info,13584,5,6,21,10,8,15,665,20.42706766917293,CCU,BOM,BLR,None,None,None
9124,Air Asia,Kolkata,Banglore,non-stop,No info,4107,5,15,22,50,1,20,150,27.38,CCU,BLR,None,None,None,None
9125,Jet Airways,Mumbai,Hyderabad,non-stop,In-flight meal not included,2071,3,15,2,55,4,25,90,23.011111111111113,BOM,HYD,None,None,None,None
9126,Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,12373,5,9,20,55,4,25,450,27.495555555555555,DEL,BOM,COK,None,None,None
9127,Air India,Banglore,New Delhi,2 stops,No info,13303,3,12,8,50,13,55,1745,7.623495702005731,BLR,BOM,IXC,DEL,None,None
9128,Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,8529,6,12,16,30,10,5,1055,8.08436018957346,CCU,BOM,BLR,None,None,None
9129,Jet Airways,Kolkata,Banglore,1 stop,No info,14571,6,6,18,55,19,50,1495,9.746488294314382,CCU,BOM,BLR,None,None,None
9130,Jet Airways,Delhi,Cochin,2 stops,No info,15129,5,27,23,5,4,25,1760,8.596022727272727,DEL,AMD,BOM,COK,None,None
9131,Jet Airways,Banglore,Delhi,non-stop,No info,8016,6,9,8,20,11,20,180,44.53333333333333,BLR,DEL,None,None,None,None
9132,IndiGo,Kolkata,Banglore,non-stop,No info,4804,6,6,21,25,0,5,160,30.025,CCU,BLR,None,None,None,None
9133,Air India,Banglore,New Delhi,1 stop,No info,5118,3,9,6,50,12,15,325,15.747692307692308,BLR,HYD,DEL,None,None,None
9134,Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,9663,5,18,8,25,8,15,1430,6.757342657342657,CCU,BOM,BLR,None,None,None
9135,Air India,Kolkata,Banglore,2 stops,No info,12723,6,9,5,50,12,30,1840,6.914673913043479,CCU,IXR,DEL,BLR,None,None
9136,GoAir,Banglore,Delhi,non-stop,No info,3419,5,12,20,55,23,40,165,20.721212121212123,BLR,DEL,None,None,None,None
9137,Jet Airways,Banglore,New Delhi,1 stop,In-flight meal not included,11087,3,12,22,55,10,45,710,15.61549295774648,BLR,BOM,DEL,None,None,None
9138,IndiGo,Kolkata,Banglore,non-stop,No info,4174,4,12,22,15,0,50,155,26.929032258064517,CCU,BLR,None,None,None,None
9139,Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,6,9,8,0,4,25,1225,8.377142857142857,DEL,BOM,COK,None,None,None
9140,Jet Airways,Delhi,Cochin,2 stops,No info,12609,6,15,9,35,12,35,1620,7.783333333333333,DEL,IDR,BOM,COK,None,None
9141,Vistara,Banglore,Delhi,non-stop,No info,4668,6,3,7,0,9,40,160,29.175,BLR,DEL,None,None,None,None
9142,SpiceJet,Mumbai,Hyderabad,non-stop,No check-in baggage included,1965,5,24,22,45,0,15,90,21.833333333333332,BOM,HYD,None,None,None,None
9143,IndiGo,Mumbai,Hyderabad,non-stop,No info,4049,6,1,6,25,7,55,90,44.98888888888889,BOM,HYD,None,None,None,None
9144,Air India,Kolkata,Banglore,non-stop,No info,5195,4,12,14,15,16,45,150,34.63333333333333,CCU,BLR,None,None,None,None
9145,IndiGo,Kolkata,Banglore,non-stop,No info,4804,5,18,20,20,22,55,155,30.993548387096773,CCU,BLR,None,None,None,None
9146,IndiGo,Banglore,New Delhi,non-stop,No info,7648,3,3,13,0,15,50,170,44.98823529411764,BLR,DEL,None,None,None,None
9147,IndiGo,Chennai,Kolkata,non-stop,No info,3850,5,3,7,55,10,15,140,27.5,MAA,CCU,None,None,None,None
9148,Air India,Banglore,Delhi,non-stop,No info,6121,4,15,10,0,12,45,165,37.096969696969694,BLR,DEL,None,None,None,None
9149,IndiGo,Chennai,Kolkata,non-stop,No info,3540,6,18,5,15,7,40,145,24.413793103448278,MAA,CCU,None,None,None,None
9150,Jet Airways,Banglore,New Delhi,1 stop,In-flight meal not included,9134,3,15,5,45,11,25,340,26.86470588235294,BLR,BOM,DEL,None,None,None
9151,Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844,6,6,18,55,22,35,1660,6.532530120481928,CCU,BOM,BLR,None,None,None
9152,IndiGo,Chennai,Kolkata,non-stop,No info,5277,6,3,22,5,0,25,140,37.69285714285714,MAA,CCU,None,None,None,None
9153,IndiGo,Delhi,Cochin,1 stop,No info,5073,4,6,16,0,21,0,300,16.91,DEL,BOM,COK,None,None,None
9154,SpiceJet,Kolkata,Banglore,non-stop,No check-in baggage included,3841,6,24,6,55,9,30,155,24.780645161290323,CCU,BLR,None,None,None,None
9155,Multiple carriers,Delhi,Cochin,1 stop,No info,10877,6,3,7,30,19,0,690,15.763768115942028,DEL,BOM,COK,None,None,None
9156,Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,5406,3,27,17,30,19,45,1575,3.4323809523809525,DEL,BOM,COK,None,None,None
9157,Jet Airways,Kolkata,Banglore,1 stop,No info,14151,6,9,17,0,9,45,1005,14.080597014925374,CCU,DEL,BLR,None,None,None
9158,Jet Airways,Delhi,Cochin,2 stops,No info,14237,6,3,18,25,12,35,1090,13.061467889908258,DEL,BDQ,BOM,COK,None,None
9159,IndiGo,Mumbai,Hyderabad,non-stop,No info,2754,6,24,1,40,3,10,90,30.6,BOM,HYD,None,None,None,None
9160,Air India,Kolkata,Banglore,1 stop,No info,11306,5,18,7,0,20,25,805,14.04472049689441,CCU,DEL,BLR,None,None,None
9161,Air Asia,Kolkata,Banglore,1 stop,No info,5192,5,1,22,40,10,40,720,7.211111111111111,CCU,DEL,BLR,None,None,None
9162,Vistara,Chennai,Kolkata,non-stop,No info,3687,6,12,7,5,9,20,135,27.31111111111111,MAA,CCU,None,None,None,None
9163,Multiple carriers,Delhi,Cochin,1 stop,No info,12192,6,3,3,50,19,0,910,13.397802197802198,DEL,BOM,COK,None,None,None
9164,Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,12898,5,27,13,0,19,0,360,35.827777777777776,DEL,BOM,COK,None,None,None
9165,Jet Airways,Delhi,Cochin,1 stop,No info,14924,6,9,19,45,19,0,1395,10.69820788530466,DEL,BOM,COK,None,None,None
9166,SpiceJet,Kolkata,Banglore,1 stop,No info,8479,5,24,11,35,18,50,435,19.491954022988505,CCU,KNU,BLR,None,None,None
9167,Multiple carriers,Delhi,Cochin,1 stop,In-flight meal not included,6943,5,27,14,0,1,30,690,10.06231884057971,DEL,BOM,COK,None,None,None
9168,Multiple carriers,Delhi,Cochin,1 stop,No info,7354,6,27,6,40,19,15,755,9.740397350993378,DEL,BOM,COK,None,None,None
9169,Multiple carriers,Delhi,Cochin,1 stop,No info,12192,6,6,9,0,19,0,600,20.32,DEL,BOM,COK,None,None,None
9170,IndiGo,Banglore,Delhi,non-stop,No info,3943,5,3,21,15,0,15,180,21.905555555555555,BLR,DEL,None,None,None,None
9171,Jet Airways,Delhi,Cochin,2 stops,No info,15129,5,6,19,10,19,0,1430,10.579720279720279,DEL,AMD,BOM,COK,None,None
9172,Vistara,Banglore,Delhi,non-stop,No info,5403,4,9,7,0,9,40,160,33.76875,BLR,DEL,None,None,None,None
9173,Jet Airways,Delhi,Cochin,2 stops,No info,13882,6,27,9,25,4,25,1140,12.177192982456141,DEL,LKO,BOM,COK,None,None
9174,Jet Airways,Mumbai,Hyderabad,non-stop,No info,5678,3,21,19,35,21,5,90,63.08888888888889,BOM,HYD,None,None,None,None
9175,Vistara,Banglore,Delhi,non-stop,No info,5403,4,27,11,30,14,20,170,31.78235294117647,BLR,DEL,None,None,None,None
9176,Vistara,Banglore,Delhi,non-stop,No info,4878,6,27,21,0,23,50,170,28.694117647058825,BLR,DEL,None,None,None,None
9177,IndiGo,Delhi,Cochin,2 stops,No info,6494,3,27,6,40,21,20,880,7.379545454545455,DEL,HYD,MAA,COK,None,None
9178,IndiGo,Banglore,New Delhi,non-stop,No info,4777,3,24,1,30,4,15,165,28.951515151515153,BLR,DEL,None,None,None,None
9179,Air India,Mumbai,Hyderabad,non-stop,No info,3625,6,6,13,55,15,25,90,40.27777777777778,BOM,HYD,None,None,None,None
9180,Air India,Kolkata,Banglore,2 stops,No info,9258,4,1,12,0,18,30,1830,5.059016393442623,CCU,BBI,BOM,BLR,None,None
9181,Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,6,6,13,0,19,0,360,28.505555555555556,DEL,BOM,COK,None,None,None
9182,Air India,Banglore,New Delhi,4 stops,Change airports,17686,3,1,5,50,11,20,1770,9.992090395480226,BLR,CCU,BBI,HYD,VGA,DEL
9183,IndiGo,Kolkata,Banglore,non-stop,No info,4174,4,3,15,15,17,45,150,27.826666666666668,CCU,BLR,None,None,None,None
9184,Multiple carriers,Delhi,Cochin,1 stop,No info,7485,5,21,10,20,1,30,910,8.225274725274724,DEL,BOM,COK,None,None,None
9185,Air India,Kolkata,Banglore,2 stops,No info,11222,5,18,8,20,11,10,1610,6.970186335403727,CCU,JAI,BOM,BLR,None,None
9186,Jet Airways,Kolkata,Banglore,1 stop,No info,12121,5,1,17,0,21,5,1685,7.1934718100890205,CCU,DEL,BLR,None,None,None
9187,Air India,Kolkata,Banglore,2 stops,No info,10697,5,21,8,20,18,30,610,17.536065573770493,CCU,JAI,BOM,BLR,None,None
9188,Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,12373,5,9,11,30,19,0,450,27.495555555555555,DEL,BOM,COK,None,None,None
9189,SpiceJet,Kolkata,Banglore,1 stop,No info,6381,5,21,8,35,17,15,520,12.271153846153846,CCU,PNQ,BLR,None,None,None
9190,Jet Airways,Delhi,Cochin,2 stops,No info,17072,3,6,17,55,4,25,2070,8.247342995169083,DEL,UDR,BOM,COK,None,None
9191,Jet Airways,Delhi,Cochin,2 stops,In-flight meal not included,10368,6,9,9,40,12,35,1615,6.419814241486068,DEL,JAI,BOM,COK,None,None
9192,IndiGo,Banglore,Delhi,non-stop,No info,4823,5,24,18,25,21,20,175,27.56,BLR,DEL,None,None,None,None
9193,Air India,Delhi,Cochin,1 stop,No info,27282,3,3,9,45,23,0,795,34.31698113207547,DEL,BLR,COK,None,None,None
9194,IndiGo,Mumbai,Hyderabad,non-stop,No info,2227,6,12,20,5,21,40,95,23.442105263157895,BOM,HYD,None,None,None,None
9195,IndiGo,Banglore,New Delhi,non-stop,No info,4545,3,9,0,40,3,25,165,27.545454545454547,BLR,DEL,None,None,None,None
9196,IndiGo,Kolkata,Banglore,non-stop,No info,4148,3,21,17,15,19,55,160,25.925,CCU,BLR,None,None,None,None
9197,IndiGo,Kolkata,Banglore,non-stop,No info,4148,3,12,15,10,17,45,155,26.761290322580646,CCU,BLR,None,None,None,None
