,Airline,Source,Destination,Route,Total_Stops,Additional_Info,Price,Journey_Month,Journey_Day,Dep_Hour,Dep_Minute,Arrival_Hour,Arrival_Minute,Duration_mins,Price_per_minute
9363,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,14781,5,9,16,30,22,35,365,40.49589041095891
9364,Multiple carriers,Delhi,Cochin,DEL ? HYD ? COK,1 stop,No info,9646,6,3,9,45,16,10,385,25.054545454545455
9365,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,7851,4,1,6,30,16,20,590,13.306779661016948
9366,SpiceJet,Mumbai,Hyderabad,BOM ? HYD,non-stop,No check-in baggage included,2175,3,24,5,45,7,5,80,27.1875
9367,Air India,Kolkata,Banglore,CCU ? DEL ? AMD ? BLR,2 stops,No info,14424,5,9,10,0,5,25,1165,12.381115879828327
9368,Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,2 stops,No info,13014,6,12,9,40,19,0,560,23.239285714285714
9369,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,5177,4,6,2,15,19,0,1005,5.151243781094528
9370,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,15135,3,3,10,45,18,50,485,31.20618556701031
9371,Air India,Banglore,Delhi,BLR ? DEL,non-stop,No info,5228,6,21,21,5,23,55,170,30.75294117647059
9372,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1 stop,No info,22270,3,1,11,40,5,5,1045,21.311004784688997
9373,SpiceJet,Chennai,Kolkata,MAA ? CCU,non-stop,No check-in baggage included,3543,6,15,9,45,12,0,135,26.244444444444444
9374,Jet Airways,Delhi,Cochin,DEL ? AMD ? BOM ? COK,2 stops,No info,15129,5,18,23,5,19,0,1195,12.660251046025104
9375,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,6093,6,15,6,40,21,0,860,7.084883720930232
9376,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1 stop,In-flight meal not included,11087,3,18,14,5,20,20,375,29.565333333333335
9377,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,7408,6,27,9,0,21,0,720,10.28888888888889
9378,IndiGo,Kolkata,Banglore,CCU ? PNQ ? BLR,1 stop,No info,6534,5,24,21,0,2,15,315,20.742857142857144
9379,Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,2 stops,In-flight meal not included,13029,5,18,5,30,4,25,1375,9.475636363636363
9380,Jet Airways,Banglore,Delhi,BLR ? DEL,non-stop,No info,8016,6,18,7,10,10,10,180,44.53333333333333
9381,Air India,Mumbai,Hyderabad,BOM ? MAA ? HYD,1 stop,No info,8528,3,12,5,55,19,10,795,10.727044025157232
9382,Air India,Delhi,Cochin,DEL ? HYD ? BOM ? COK,2 stops,No info,12760,6,6,17,15,19,15,1560,8.179487179487179
9383,Air India,Delhi,Cochin,DEL ? HYD ? BOM ? COK,2 stops,No info,12199,6,9,17,15,19,15,1560,7.819871794871795
9384,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,14067,5,21,10,0,1,30,930,15.125806451612902
9385,Jet Airways,Banglore,Delhi,BLR ? DEL,non-stop,No info,8016,6,15,17,45,20,45,180,44.53333333333333
9386,Air India,Kolkata,Banglore,CCU ? BLR,non-stop,No info,5510,5,3,14,15,16,45,150,36.733333333333334
9387,Air India,Kolkata,Banglore,CCU ? MAA ? BLR,1 stop,No info,6241,3,24,14,35,14,35,1440,4.334027777777778
9388,Air India,Delhi,Cochin,DEL ? MAA ? COK,1 stop,No info,16142,3,3,12,30,9,25,1255,12.86215139442231
9389,Jet Airways,Delhi,Cochin,DEL ? NAG ? BOM ? COK,2 stops,In-flight meal not included,10919,6,27,14,35,12,35,1320,8.271969696969697
9390,IndiGo,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4804,4,21,21,25,0,5,160,30.025
9391,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,6979,5,15,11,25,21,0,575,12.137391304347826
9392,Air India,Delhi,Cochin,DEL ? COK,non-stop,No info,6094,4,18,14,10,17,10,180,33.855555555555554
9393,Air India,Banglore,Delhi,BLR ? DEL,non-stop,No info,5176,4,1,17,0,19,45,165,31.36969696969697
9394,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,15136,3,6,13,0,21,0,480,31.533333333333335
9395,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,10031,3,24,8,25,23,25,900,11.145555555555555
9396,Jet Airways,Delhi,Cochin,DEL ? IDR ? BOM ? COK,2 stops,No info,12814,3,21,5,25,18,50,2245,5.707795100222717
9397,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,12681,4,1,6,30,19,50,800,15.85125
9398,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,12402,3,21,7,0,18,50,710,17.467605633802815
9399,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,13759,3,24,8,25,18,10,585,23.51965811965812
9400,SpiceJet,Chennai,Kolkata,MAA ? CCU,non-stop,No info,3597,6,18,17,45,20,5,140,25.692857142857143
9401,Air Asia,Banglore,Delhi,BLR ? DEL,non-stop,No info,3383,5,21,23,55,2,45,170,19.9
9402,Vistara,Banglore,Delhi,BLR ? DEL,non-stop,No info,4668,5,9,9,45,12,35,170,27.458823529411763
9403,Jet Airways,Delhi,Cochin,DEL ? AMD ? BOM ? COK,2 stops,No info,10929,3,21,19,10,4,25,1995,5.478195488721805
9404,Vistara,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,9187,4,1,17,0,10,45,1065,8.626291079812207
9405,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,7530,6,3,11,40,1,30,830,9.072289156626505
9406,Air India,Kolkata,Banglore,CCU ? BBI ? BLR,1 stop,No info,8026,3,24,9,10,13,40,270,29.725925925925925
9407,SpiceJet,Banglore,Delhi,BLR ? DEL,non-stop,No check-in baggage included,4319,4,9,9,30,12,20,170,25.405882352941177
9408,Jet Airways,Delhi,Cochin,DEL ? NAG ? BOM ? COK,2 stops,No info,13376,6,24,14,35,4,25,830,16.11566265060241
9409,SpiceJet,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4174,5,6,9,0,11,25,145,28.786206896551725
9410,Vistara,Banglore,Delhi,BLR ? DEL,non-stop,No info,4668,5,27,7,0,9,40,160,29.175
9411,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,13062,3,21,7,5,21,0,835,15.64311377245509
9412,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,12898,5,27,19,15,4,25,550,23.45090909090909
9413,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,14714,6,6,15,0,4,25,805,18.278260869565216
9414,Air India,Kolkata,Banglore,CCU ? IXR ? DEL ? BLR,2 stops,No info,10991,5,9,5,50,20,25,875,12.561142857142856
9415,Jet Airways,Banglore,Delhi,BLR ? DEL,non-stop,In-flight meal not included,4030,5,1,11,10,14,5,175,23.02857142857143
9416,Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,2 stops,In-flight meal not included,13029,5,21,9,40,4,25,1125,11.581333333333333
9417,Vistara,Banglore,New Delhi,BLR ? AMD ? DEL,1 stop,No info,6800,3,15,6,40,12,35,355,19.154929577464788
9418,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1 stop,In-flight meal not included,11087,3,9,7,0,9,30,1590,6.972955974842767
9419,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,9794,5,18,10,20,19,0,520,18.834615384615386
9420,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,14388,5,6,21,10,9,20,730,19.70958904109589
9421,IndiGo,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4148,3,12,21,25,0,5,160,25.925
9422,Air India,Delhi,Cochin,DEL ? BHO ? BOM ? COK,2 stops,No info,17266,3,3,20,0,19,15,1395,12.377060931899642
9423,Air India,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,7893,4,1,20,30,8,55,745,10.594630872483222
9424,Jet Airways,Banglore,Delhi,BLR ? DEL,non-stop,No info,7229,5,9,19,50,22,50,180,40.16111111111111
9425,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,9930,5,21,7,5,21,0,835,11.892215568862275
9426,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,18286,3,3,11,30,1,35,845,21.640236686390534
9427,Jet Airways,Banglore,Delhi,BLR ? DEL,non-stop,In-flight meal not included,7229,6,27,19,50,22,50,180,40.16111111111111
9428,Vistara,Delhi,Cochin,DEL ? COK,non-stop,No info,6216,6,24,6,0,9,10,190,32.71578947368421
9429,Air Asia,Banglore,Delhi,BLR ? DEL,non-stop,No info,4282,6,6,4,55,7,45,170,25.188235294117646
9430,IndiGo,Delhi,Cochin,DEL ? HYD ? COK,1 stop,No info,5054,5,27,7,35,12,10,275,18.37818181818182
9431,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,10262,6,6,7,5,19,0,715,14.352447552447552
9432,Air Asia,Delhi,Cochin,DEL ? BLR ? COK,1 stop,No info,11410,6,6,16,45,22,25,340,33.55882352941177
9433,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,14571,5,24,6,30,18,15,705,20.66808510638298
9434,GoAir,Delhi,Cochin,DEL ? AMD ? COK,1 stop,No info,4692,6,24,7,25,13,35,370,12.68108108108108
9435,Jet Airways,Delhi,Cochin,DEL ? NAG ? BOM ? COK,2 stops,In-flight meal not included,10919,6,15,14,35,4,25,830,13.155421686746989
9436,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,10844,5,6,8,25,19,50,685,15.83065693430657
9437,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,10844,5,21,20,0,16,20,1220,8.888524590163934
9438,Air India,Delhi,Cochin,DEL ? COK,non-stop,No info,6094,5,9,14,10,17,10,180,33.855555555555554
9439,Vistara,Delhi,Cochin,DEL ? COK,non-stop,No info,6741,6,1,14,40,17,50,190,35.47894736842105
9440,Air India,Delhi,Cochin,DEL ? MAA ? COK,1 stop,No info,8372,6,1,9,45,9,25,1420,5.895774647887324
9441,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,14067,5,21,2,15,11,50,575,24.464347826086957
9442,IndiGo,Delhi,Cochin,DEL ? HYD ? COK,1 stop,No info,10236,3,3,8,35,22,20,825,12.407272727272728
9443,Air India,Delhi,Cochin,DEL ? MAA ? COK,1 stop,No info,7480,6,3,20,40,9,25,765,9.777777777777779
9444,Multiple carriers,Delhi,Cochin,DEL ? HYD ? COK,1 stop,No info,8386,3,9,9,45,16,10,385,21.78181818181818
9445,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,6795,6,6,11,40,1,30,830,8.186746987951807
9446,Air Asia,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4409,5,15,10,20,12,55,155,28.44516129032258
9447,IndiGo,Chennai,Kolkata,MAA ? CCU,non-stop,No info,3597,5,9,19,35,21,55,140,25.692857142857143
9448,Air India,Banglore,Delhi,BLR ? DEL,non-stop,No info,6961,6,15,6,10,8,55,165,42.18787878787879
9449,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,12692,6,12,17,0,23,35,395,32.131645569620254
9450,Air India,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,4307,3,12,19,30,20,45,75,57.42666666666667
9451,Jet Airways,Banglore,Delhi,BLR ? DEL,non-stop,In-flight meal not included,4030,5,15,8,20,11,20,180,22.38888888888889
9452,Air India,Kolkata,Banglore,CCU ? GAU ? DEL ? BLR,2 stops,No info,15957,5,18,9,50,23,15,805,19.822360248447204
9453,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1 stop,In-flight meal not included,7832,3,21,22,50,11,25,755,10.373509933774834
9454,Air India,Kolkata,Banglore,CCU ? DEL ? COK ? TRV ? BLR,3 stops,No info,12954,4,1,10,0,10,30,1470,8.812244897959184
9455,Jet Airways,Delhi,Cochin,DEL ? AMD ? BOM ? COK,2 stops,In-flight meal not included,11150,6,27,23,5,4,25,1760,6.3352272727272725
9456,IndiGo,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,4049,3,12,6,20,7,45,85,47.63529411764706
9457,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1 stop,In-flight meal not included,9134,3,15,5,45,15,15,570,16.024561403508773
9458,Air Asia,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4409,5,1,22,50,1,20,150,29.393333333333334
9459,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,14781,5,1,14,5,22,35,510,28.98235294117647
9460,Air India,Banglore,Delhi,BLR ? DEL,non-stop,No info,5228,4,24,21,5,23,55,170,30.75294117647059
9461,SpiceJet,Chennai,Kolkata,MAA ? CCU,non-stop,No info,3597,5,21,17,45,20,5,140,25.692857142857143
9462,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,6795,6,12,15,15,1,30,615,11.048780487804878
9463,Air Asia,Kolkata,Banglore,CCU ? BLR,non-stop,No info,3807,6,18,22,50,1,20,150,25.38
9464,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,14781,5,1,16,30,23,35,425,34.77882352941177
9465,Air India,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,8372,5,9,9,0,19,15,615,13.613008130081301
9466,IndiGo,Delhi,Cochin,DEL ? COK,non-stop,No info,5000,6,24,14,20,17,35,195,25.641025641025642
9467,Vistara,Banglore,Delhi,BLR ? DEL,non-stop,No info,5403,4,1,9,45,12,35,170,31.78235294117647
9468,IndiGo,Delhi,Cochin,DEL ? HYD ? COK,1 stop,No info,11600,3,3,11,55,22,20,625,18.56
9469,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,8476,5,18,8,45,19,15,630,13.453968253968254
9470,Air India,Banglore,New Delhi,BLR ? VGA ? HYD ? DEL,2 stops,No info,6593,3,15,10,30,21,25,655,10.065648854961832
9471,IndiGo,Banglore,New Delhi,BLR ? DEL,non-stop,No info,7648,3,9,16,55,19,45,170,44.98823529411764
9472,Vistara,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,9345,5,1,7,10,18,50,700,13.35
9473,Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,2 stops,No info,15129,5,27,9,40,4,25,1125,13.448
9474,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,7268,6,27,12,50,19,15,385,18.87792207792208
9475,Jet Airways,Mumbai,Hyderabad,BOM ? HYD,non-stop,In-flight meal not included,3210,6,6,19,35,21,5,90,35.666666666666664
9476,IndiGo,Chennai,Kolkata,MAA ? CCU,non-stop,No info,7295,3,24,19,35,21,55,140,52.107142857142854
9477,IndiGo,Delhi,Cochin,DEL ? HYD ? COK,1 stop,No info,6442,6,27,5,5,12,10,425,15.15764705882353
9478,IndiGo,Kolkata,Banglore,CCU ? HYD ? BLR,1 stop,No info,3809,5,6,19,20,23,45,265,14.373584905660378
9479,Air India,Banglore,New Delhi,BLR ? CCU ? BBI ? DEL,2 stops,Change airports,15119,3,1,5,50,16,20,630,23.998412698412697
9480,GoAir,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,9069,6,9,14,25,19,35,310,29.25483870967742
9481,IndiGo,Banglore,Delhi,BLR ? DEL,non-stop,No info,3943,5,6,10,10,13,0,170,23.194117647058825
9482,Air India,Kolkata,Banglore,CCU ? DEL ? AMD ? BLR,2 stops,No info,12534,6,9,7,0,5,25,1345,9.318959107806691
9483,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,13714,6,3,9,0,19,0,600,22.856666666666666
9484,Air India,Delhi,Cochin,DEL ? RPR ? NAG ? BOM ? COK,3 stops,No info,9128,3,21,5,15,19,15,2280,4.003508771929824
9485,IndiGo,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,2227,5,21,21,20,22,50,90,24.744444444444444
9486,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,10844,5,18,20,0,22,35,1595,6.798746081504702
9487,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,13941,5,6,16,30,4,40,730,19.0972602739726
9488,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1 stop,In-flight meal not included,7832,3,21,5,45,15,15,570,13.740350877192983
9489,GoAir,Banglore,Delhi,BLR ? DEL,non-stop,No info,3419,6,12,7,45,10,40,175,19.537142857142857
9490,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,14151,5,21,20,25,21,5,1480,9.561486486486487
9491,IndiGo,Delhi,Cochin,DEL ? HYD ? COK,1 stop,No info,5073,4,3,7,35,12,10,275,18.44727272727273
9492,Vistara,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,9922,5,12,17,0,9,5,965,10.281865284974094
9493,IndiGo,Chennai,Kolkata,MAA ? CCU,non-stop,No info,4752,3,24,13,20,15,35,135,35.2
9494,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,10197,5,27,9,0,19,15,615,16.58048780487805
9495,Air India,Banglore,Delhi,BLR ? DEL,non-stop,No info,6961,6,12,10,0,12,45,165,42.18787878787879
9496,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,17493,3,3,13,0,21,0,480,36.44375
9497,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,13587,6,6,7,5,21,0,835,16.27185628742515
9498,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,10262,6,6,16,0,4,25,745,13.774496644295303
9499,Air India,Kolkata,Banglore,CCU ? VNS ? DEL ? BLR,2 stops,No info,15107,5,21,14,30,8,55,1105,13.671493212669683
9500,Vistara,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,8452,5,15,17,0,10,45,1065,7.936150234741784
9501,Air India,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,3100,6,21,21,5,22,25,80,38.75
9502,IndiGo,Banglore,Delhi,BLR ? DEL,non-stop,No info,4823,5,24,7,10,10,5,175,27.56
9503,Air Asia,Banglore,Delhi,BLR ? DEL,non-stop,No info,4483,4,21,23,55,2,45,170,26.370588235294118
9504,Air India,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,2 stops,No info,13243,5,18,10,0,1,20,920,14.394565217391305
9505,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,5684,6,27,11,25,1,30,845,6.726627218934912
9506,Jet Airways,Mumbai,Hyderabad,BOM ? HYD,non-stop,In-flight meal not included,3205,4,3,10,20,11,50,90,35.611111111111114
9507,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,10262,6,15,10,0,4,25,1105,9.2868778280543
9508,IndiGo,Banglore,Delhi,BLR ? DEL,non-stop,No info,4823,5,21,20,0,22,50,170,28.370588235294118
9509,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,15554,5,9,13,0,19,0,360,43.205555555555556
9510,IndiGo,Banglore,Delhi,BLR ? DEL,non-stop,No info,3943,6,27,4,0,6,50,170,23.194117647058825
9511,Vistara,Mumbai,Hyderabad,BOM ? DEL ? HYD,1 stop,No info,12080,3,12,7,30,19,55,745,16.21476510067114
9512,Air Asia,Banglore,Delhi,BLR ? DEL,non-stop,No info,3383,5,27,23,55,2,45,170,19.9
9513,SpiceJet,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,2437,3,18,5,45,7,5,80,30.4625
9514,SpiceJet,Mumbai,Hyderabad,BOM ? HYD,non-stop,No check-in baggage included,1965,6,1,22,45,0,15,90,21.833333333333332
9515,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1 stop,In-flight meal not included,7832,3,21,22,50,10,25,695,11.269064748201439
9516,IndiGo,Delhi,Cochin,DEL ? HYD ? COK,1 stop,No info,6442,6,9,6,50,16,10,560,11.503571428571428
9517,Air India,Kolkata,Banglore,CCU ? IXR ? DEL ? BLR,2 stops,No info,12723,5,15,5,50,8,55,1625,7.829538461538461
9518,Jet Airways,Banglore,Delhi,BLR ? DEL,non-stop,No info,8016,6,12,15,15,18,10,175,45.80571428571429
9519,Jet Airways,Delhi,Cochin,DEL ? IDR ? BOM ? COK,2 stops,In-flight meal not included,10199,6,24,21,25,12,35,910,11.207692307692307
9520,Vistara,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,10842,3,24,9,55,9,10,1395,7.7720430107526886
9521,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,7005,6,12,12,50,21,0,490,14.295918367346939
9522,Air Asia,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4409,5,3,10,20,12,55,155,28.44516129032258
9523,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,13364,4,1,21,10,9,20,730,18.306849315068494
9524,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,13377,6,27,16,0,1,30,570,23.46842105263158
9525,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,10262,6,9,21,50,4,25,395,25.979746835443038
9526,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,10844,5,18,16,30,23,35,425,25.51529411764706
9527,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,14571,5,24,6,30,16,20,590,24.696610169491525
9528,Jet Airways,Delhi,Cochin,DEL ? BDQ ? BOM ? COK,2 stops,No info,19329,3,9,10,45,18,50,1925,10.04103896103896
9529,Air India,Banglore,New Delhi,BLR ? HYD ? DEL,1 stop,No info,4943,3,21,8,15,23,10,895,5.522905027932961
9530,Jet Airways,Delhi,Cochin,DEL ? AMD ? BOM ? COK,2 stops,No info,15129,5,9,23,5,4,25,1760,8.596022727272727
9531,Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,2 stops,No info,15129,5,18,9,40,19,0,560,27.01607142857143
9532,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,In-flight meal not included,10539,6,6,17,0,18,0,1500,7.026
9533,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,10031,3,24,21,10,22,35,1525,6.5777049180327865
9534,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,9140,5,24,17,45,1,30,465,19.655913978494624
9535,Air Asia,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4409,4,27,22,50,1,20,150,29.393333333333334
9536,IndiGo,Banglore,Delhi,BLR ? DEL,non-stop,No info,3419,5,15,22,10,1,0,170,20.111764705882354
9537,Multiple carriers,Delhi,Cochin,DEL ? HYD ? COK,1 stop,No info,9646,5,15,9,45,16,10,385,25.054545454545455
9538,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,13584,5,9,14,5,18,15,1690,8.037869822485208
9539,Air India,Delhi,Cochin,DEL ? AMD ? BOM ? COK,2 stops,No info,11806,5,21,5,0,7,40,1600,7.37875
9540,GoAir,Delhi,Cochin,DEL ? AMD ? COK,1 stop,No info,4563,4,1,7,25,13,35,370,12.332432432432432
9541,Jet Airways,Delhi,Cochin,DEL ? MAA ? BOM ? COK,2 stops,In-flight meal not included,9412,3,27,5,10,4,25,1395,6.746953405017921
9542,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,12898,6,27,21,50,4,25,395,32.653164556962025
9543,Vistara,Delhi,Cochin,DEL ? COK,non-stop,No info,6216,4,27,14,40,17,50,190,32.71578947368421
9544,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,12898,5,21,13,0,4,25,925,13.943783783783784
9545,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,10262,6,9,22,50,19,0,1210,8.48099173553719
9546,Air India,Banglore,New Delhi,BLR ? DEL,non-stop,No info,12526,3,1,13,20,16,10,170,73.68235294117648
9547,Air India,Delhi,Cochin,DEL ? TRV ? COK,1 stop,No info,11522,3,6,5,15,6,50,1535,7.5061889250814335
9548,Jet Airways,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,5678,6,12,2,55,4,20,85,66.8
9549,Vistara,Banglore,New Delhi,BLR ? DEL,non-stop,No info,9918,3,9,11,30,14,10,160,61.9875
9550,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,14781,5,1,21,10,8,15,665,22.227067669172932
9551,Air India,Delhi,Cochin,DEL ? AMD ? BOM ? COK,2 stops,No info,8026,3,27,5,0,19,15,2295,3.4971677559912853
9552,Air India,Banglore,New Delhi,BLR ? DEL,non-stop,No info,7276,3,24,13,20,16,10,170,42.8
9553,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,7064,4,1,8,25,18,15,590,11.972881355932204
9554,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,13062,3,21,13,0,21,0,480,27.2125
9555,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,12537,3,27,11,30,21,0,570,21.99473684210526
9556,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1 stop,No info,21934,3,15,18,55,0,45,350,62.668571428571425
9557,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,10262,6,24,13,0,19,0,360,28.505555555555556
9558,Vistara,Banglore,Delhi,BLR ? DEL,non-stop,No info,4878,6,3,17,0,19,35,155,31.470967741935485
9559,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,14714,6,15,14,0,19,0,300,49.04666666666667
9560,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1 stop,In-flight meal not included,9134,3,15,7,0,15,15,495,18.452525252525252
9561,IndiGo,Banglore,Delhi,BLR ? DEL,non-stop,No info,4823,4,1,16,55,19,55,180,26.794444444444444
9562,Multiple carriers,Delhi,Cochin,DEL ? HYD ? COK,1 stop,In-flight meal not included,6093,6,27,7,10,16,10,540,11.283333333333333
9563,SpiceJet,Chennai,Kolkata,MAA ? CCU,non-stop,No info,3597,6,3,8,20,10,35,135,26.644444444444446
9564,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,13727,5,9,14,0,21,0,420,32.68333333333333
9565,IndiGo,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4174,4,1,11,30,14,5,155,26.929032258064517
